Date,Confirmed,Deaths,Recovered,Active,Notifications,Negative,UnderInvestigation,UnderInvestigationDeaths,URCOccupancy,NewCases,NewDeaths,NewNegative,NewNotifications,NewInvestigation,NegativeRate
2020-03-30 00:00:00,0,,,,55,10,45,1.0,,,,,,,0.18181818181818182
2020-04-01 00:00:00,3,,,,73,10,60,0.0,,3.0,,0.0,18.0,-1.0,0.136986301369863
2020-04-06 00:00:00,3,,,,86,10,73,1.0,,0.0,,0.0,13.0,1.0,0.11627906976744186
2020-04-08 00:00:00,3,,,,97,31,63,1.0,,0.0,,21.0,11.0,0.0,0.31958762886597936
2020-04-09 00:00:00,6,1.0,,,100,57,37,1.0,,3.0,,26.0,3.0,0.0,0.57
2020-04-13 00:00:00,9,1.0,,,103,80,14,1.0,,3.0,0.0,23.0,3.0,0.0,0.7766990291262136
2020-04-14 00:00:00,12,1.0,,,108,88,8,1.0,,3.0,0.0,8.0,5.0,0.0,0.8148148148148148
2020-04-15 00:00:00,12,1.0,8.0,,110,90,8,1.0,,0.0,0.0,2.0,2.0,0.0,0.8181818181818182
2020-04-16 00:00:00,14,1.0,8.0,,110,90,6,1.0,,2.0,0.0,0.0,0.0,0.0,0.8181818181818182
2020-04-17 00:00:00,15,1.0,12.0,,116,91,10,1.0,,1.0,0.0,1.0,6.0,0.0,0.7844827586206896
2020-04-20 00:00:00,19,1.0,16.0,,135,99,17,,,4.0,0.0,8.0,19.0,,0.7333333333333333
2020-04-22 00:00:00,23,1.0,18.0,,147,103,21,,,4.0,0.0,4.0,12.0,,0.7006802721088435
2020-04-23 00:00:00,24,1.0,18.0,,157,106,27,,,1.0,0.0,3.0,10.0,,0.6751592356687898
2020-04-24 00:00:00,28,1.0,22.0,,210,110,72,,,4.0,0.0,4.0,53.0,,0.5238095238095238
2020-04-26 00:00:00,31,1.0,27.0,,247,127,89,,,3.0,0.0,17.0,37.0,,0.5141700404858299
2020-04-27 00:00:00,32,1.0,27.0,,251,129,90,,,1.0,0.0,2.0,4.0,,0.5139442231075697
2020-04-28 00:00:00,37,1.0,33.0,,264,142,85,,,5.0,0.0,13.0,13.0,,0.5378787878787878
2020-04-29 00:00:00,39,1.0,34.0,4.0,287,145,103,,,2.0,0.0,3.0,23.0,,0.5052264808362369
2020-04-30 00:00:00,40,1.0,35.0,4.0,292,160,92,,,1.0,0.0,15.0,5.0,,0.547945205479452
2020-05-01 00:00:00,48,1.0,43.0,4.0,306,175,83,,,8.0,0.0,15.0,14.0,,0.5718954248366013
2020-05-02 00:00:00,48,1.0,44.0,3.0,311,178,85,,,0.0,0.0,3.0,5.0,,0.572347266881029
2020-05-03 00:00:00,50,1.0,46.0,3.0,313,179,84,,,2.0,0.0,1.0,2.0,,0.5718849840255591
2020-05-04 00:00:00,53,1.0,47.0,5.0,315,181,81,,,3.0,0.0,2.0,2.0,,0.5746031746031746
2020-05-05 00:00:00,59,1.0,53.0,5.0,324,203,62,,,6.0,0.0,22.0,9.0,,0.6265432098765432
2020-05-06 00:00:00,63,1.0,54.0,4.0,343,216,64,,,4.0,0.0,13.0,19.0,,0.6297376093294461
2020-05-07 00:00:00,64,1.0,58.0,4.0,360,235,1,,,1.0,0.0,19.0,17.0,,0.6527777777777778
2020-05-10 00:00:00,70,1.0,62.0,4.0,387,247,70,,,6.0,0.0,12.0,27.0,,0.6382428940568475
2020-05-11 00:00:00,70,1.0,62.0,5.0,390,249,71,,,0.0,0.0,2.0,3.0,,0.6384615384615384
2020-05-12 00:00:00,74,2.0,64.0,4.0,418,258,86,,,4.0,1.0,9.0,28.0,,0.6172248803827751
2020-05-13 00:00:00,78,2.0,69.0,6.0,437,267,92,,,4.0,0.0,9.0,19.0,,0.6109839816933639
2020-05-14 00:00:00,81,2.0,72.0,5.0,459,274,104,,,3.0,0.0,7.0,22.0,,0.5969498910675382
2020-05-15 00:00:00,86,2.0,76.0,6.0,488,282,120,,,5.0,0.0,8.0,29.0,,0.5778688524590164
2020-05-16 00:00:00,90,3.0,78.0,5.0,512,297,125,,,4.0,1.0,15.0,24.0,,0.580078125
2020-05-17 00:00:00,92,3.0,79.0,5.0,524,301,131,,,2.0,0.0,4.0,12.0,,0.5744274809160306
2020-05-18 00:00:00,95,3.0,81.0,6.0,546,315,136,,,3.0,0.0,14.0,22.0,,0.5769230769230769
2020-05-19 00:00:00,98,3.0,85.0,6.0,555,333,124,,,3.0,0.0,18.0,9.0,,0.6
2020-05-20 00:00:00,107,3.0,90.0,8.0,612,349,156,,,9.0,0.0,16.0,57.0,,0.5702614379084967
2020-05-21 00:00:00,114,3.0,96.0,6.0,639,372,153,,,7.0,0.0,23.0,27.0,,0.5821596244131455
2020-05-22 00:00:00,122,3.0,101.0,8.0,653,381,150,,,8.0,0.0,9.0,14.0,,0.5834609494640123
2020-05-23 00:00:00,132,3.0,118.0,6.0,681,398,151,,,10.0,0.0,17.0,28.0,,0.5844346549192364
2020-05-24 00:00:00,139,3.0,122.0,8.0,693,405,149,,,7.0,0.0,7.0,12.0,,0.5844155844155844
2020-05-25 00:00:00,144,3.0,124.0,11.0,706,408,154,,,5.0,0.0,3.0,13.0,,0.5779036827195467
2020-05-26 00:00:00,156,5.0,133.0,12.0,723,421,146,,,12.0,2.0,13.0,17.0,,0.5822959889349931
2020-05-27 00:00:00,169,5.0,143.0,12.0,787,450,168,,,13.0,0.0,29.0,64.0,,0.5717916137229987
2020-05-28 00:00:00,184,5.0,156.0,14.0,801,471,146,,,15.0,0.0,21.0,14.0,,0.5880149812734082
2020-05-29 00:00:00,200,6.0,170.0,12.0,909,491,218,,,16.0,1.0,20.0,108.0,,0.5401540154015402
2020-05-30 00:00:00,211,8.0,183.0,10.0,1001,520,270,,,11.0,2.0,29.0,92.0,,0.5194805194805194
2020-05-31 00:00:00,216,10.0,191.0,8.0,1011,553,242,,,5.0,2.0,33.0,10.0,,0.5469831849653808
2020-06-01 00:00:00,221,11.0,192.0,12.0,1026,556,249,,,5.0,1.0,3.0,15.0,,0.5419103313840156
2020-06-02 00:00:00,238,13.0,207.0,10.0,1088,590,260,,,17.0,2.0,34.0,62.0,,0.5422794117647058
2020-06-03 00:00:00,260,13.0,228.0,8.0,1200,650,290,,,22.0,0.0,60.0,112.0,,0.5416666666666666
2020-06-04 00:00:00,278,13.0,248.0,8.0,1298,680,340,1.0,0.564,18.0,0.0,30.0,98.0,,0.5238828967642527
2020-06-05 00:00:00,302,14.0,270.0,10.0,1352,710,340,1.0,0.6,24.0,1.0,30.0,54.0,0.0,0.5251479289940828
2020-06-06 00:00:00,316,15.0,287.0,11.0,1477,730,431,1.0,0.564,14.0,1.0,20.0,125.0,0.0,0.4942450914014895
2020-06-07 00:00:00,334,15.0,300.0,12.0,1525,744,441,1.0,0.618,18.0,0.0,14.0,48.0,0.0,0.4878688524590164
2020-06-08 00:00:00,334,15.0,301.0,9.0,1571,744,493,1.0,0.618,0.0,0.0,0.0,46.0,0.0,0.47358370464672184
2020-06-09 00:00:00,370,17.0,335.0,9.0,1750,780,600,3.0,0.6729999999999999,36.0,2.0,36.0,179.0,2.0,0.44571428571428573
2020-06-10 00:00:00,400,21.0,363.0,8.0,1897,795,702,2.0,0.509,30.0,4.0,15.0,147.0,-1.0,0.419082762256194
2020-06-11 00:00:00,464,22.0,425.0,11.0,1988,830,694,3.0,0.564,64.0,1.0,35.0,91.0,1.0,0.41750503018108653
2020-06-12 00:00:00,490,23.0,452.0,10.0,2064,870,704,4.0,0.618,26.0,1.0,40.0,76.0,1.0,0.42151162790697677
2020-06-13 00:00:00,519,25.0,479.0,13.0,2160,916,725,3.0,0.655,29.0,2.0,46.0,96.0,-1.0,0.42407407407407405
2020-06-14 00:00:00,530,26.0,484.0,16.0,2223,921,772,2.0,0.618,11.0,1.0,5.0,63.0,-1.0,0.4143049932523617
2020-06-15 00:00:00,547,26.0,501.0,13.0,2292,925,820,2.0,0.618,17.0,0.0,4.0,69.0,0.0,0.40357766143106455
2020-06-16 00:00:00,606,30.0,557.0,10.0,2619,925,1088,2.0,0.6,59.0,4.0,0.0,327.0,0.0,0.3531882397861779
2020-06-17 00:00:00,656,31.0,600.0,18.0,2804,1010,1138,3.0,0.6,50.0,1.0,85.0,185.0,1.0,0.3601997146932953
2020-06-18 00:00:00,720,34.0,665.0,13.0,3037,1110,1207,3.0,0.618,64.0,3.0,100.0,233.0,0.0,0.3654922621007573
2020-06-19 00:00:00,800,37.0,737.0,19.0,3241,1150,1291,4.0,0.7090000000000001,80.0,3.0,40.0,204.0,1.0,0.35482875655661833
2020-06-20 00:00:00,838,38.0,774.0,23.0,3339,1210,1291,6.0,0.818,38.0,1.0,60.0,98.0,2.0,0.36238394728960766
2020-06-21 00:00:00,862,40.0,795.0,23.0,3477,1250,1365,6.0,0.8909999999999999,24.0,2.0,40.0,138.0,0.0,0.359505320678746
2020-06-22 00:00:00,884,46.0,807.0,25.0,3614,1270,1460,6.0,0.873,22.0,6.0,20.0,137.0,0.0,0.3514111787493083
2020-06-23 00:00:00,999,48.0,918.0,26.0,3967,1350,1618,6.0,0.855,115.0,2.0,80.0,353.0,0.0,0.34030753718174944
2020-06-24 00:00:00,1056,54.0,957.0,35.0,4251,1420,1775,2.0,0.745,57.0,6.0,70.0,284.0,-4.0,0.3340390496353799
2020-06-25 00:00:00,1161,55.0,1055.0,41.0,4696,1610,1925,2.0,0.8,105.0,1.0,190.0,445.0,0.0,0.3428449744463373
2020-06-26 00:00:00,1260,57.0,1150.0,43.0,5050,1820,1970,4.0,0.855,99.0,2.0,210.0,354.0,2.0,0.3603960396039604
2020-06-27 00:00:00,1320,60.0,1207.0,42.0,5240,1870,2050,5.0,0.782,60.0,3.0,50.0,190.0,1.0,0.3568702290076336
2020-06-28 00:00:00,1380,62.0,1264.0,43.0,5284,1910,1994,6.0,0.855,60.0,2.0,40.0,44.0,1.0,0.3614685844057532
2020-06-29 00:00:00,1396,66.0,1275.0,41.0,5475,1920,2159,5.0,0.8,16.0,4.0,10.0,191.0,-1.0,0.3506849315068493
2020-06-30 00:00:00,1547,68.0,1422.0,42.0,5832,2108,2177,4.0,0.782,151.0,2.0,188.0,357.0,-1.0,0.3614540466392318
2020-07-01 00:00:00,1615,70.0,1492.0,35.0,6209,2200,2394,5.0,0.818,68.0,2.0,92.0,377.0,1.0,0.35432436785311644
2020-07-02 00:00:00,1671,70.0,1548.0,38.0,6583,2320,2592,6.0,0.855,56.0,0.0,120.0,374.0,1.0,0.3524229074889868
2020-07-03 00:00:00,1891,72.0,1770.0,37.0,6996,2469,2636,6.0,0.873,220.0,2.0,149.0,413.0,0.0,0.35291595197255576
2020-07-04 00:00:00,1959,76.0,1830.0,36.0,7284,2580,2748,4.0,0.873,68.0,4.0,111.0,288.0,-2.0,0.3542009884678748
2020-07-05 00:00:00,1996,77.0,1867.0,40.0,7431,2585,2850,4.0,0.909,37.0,1.0,5.0,147.0,0.0,0.347867043466559
2020-07-06 00:00:00,2093,80.0,1951.0,34.0,7651,2600,2958,4.0,0.81,97.0,3.0,15.0,220.0,0.0,0.3398248594954908
2020-07-07 00:00:00,2269,83.0,2110.0,46.0,8210,2720,3221,4.0,0.825,176.0,3.0,120.0,559.0,0.0,0.3313032886723508
2020-07-08 00:00:00,2436,88.0,2269.0,46.0,8681,2820,3425,4.0,0.841,167.0,5.0,100.0,471.0,0.0,0.32484736781476786
2020-07-09 00:00:00,2507,90.0,2342.0,45.0,9129,3289,3333,2.0,0.873,71.0,2.0,469.0,448.0,-2.0,0.3602804250191697
2020-07-10 00:00:00,2681,92.0,2513.0,49.0,9695,3439,3575,2.0,0.857,174.0,2.0,150.0,566.0,0.0,0.3547189272821042
2020-07-11 00:00:00,2775,95.0,2606.0,52.0,10039,3659,3605,2.0,0.889,94.0,3.0,220.0,344.0,0.0,0.36447853371849787
2020-07-12 00:00:00,2783,96.0,2617.0,50.0,10235,3709,3743,1.0,0.889,8.0,1.0,50.0,196.0,-1.0,0.3623839765510503
2020-07-13 00:00:00,2852,100.0,2679.0,51.0,10408,3730,3826,2.0,0.937,69.0,4.0,21.0,173.0,1.0,0.3583781706379708
2020-07-14 00:00:00,3038,102.0,2852.0,62.0,10918,3775,4105,2.0,0.905,186.0,2.0,45.0,510.0,0.0,0.3457592965744642
2020-07-15 00:00:00,3308,105.0,3116.0,69.0,11490,3975,4207,1.0,0.9,270.0,3.0,200.0,572.0,-1.0,0.34595300261096606
2020-07-16 00:00:00,3568,110.0,3366.0,73.0,12012,3995,4449,0.0,0.875,260.0,5.0,20.0,522.0,-1.0,0.33258408258408256
2020-07-17 00:00:00,3804,110.0,3605.0,72.0,12595,4015,4776,0.0,0.875,236.0,0.0,20.0,583.0,0.0,0.31877729257641924
2020-07-18 00:00:00,3913,113.0,3715.0,70.0,12994,4045,5036,2.0,0.847,109.0,3.0,30.0,399.0,2.0,0.3112975219331999
2020-07-19 00:00:00,3947,114.0,3747.0,70.0,13161,4053,5161,3.0,0.903,34.0,1.0,8.0,167.0,1.0,0.30795532254387964
2020-07-20 00:00:00,3975,120.0,3770.0,67.0,13388,4119,5294,2.0,0.889,28.0,6.0,66.0,227.0,-1.0,0.30766357932476845
2020-07-21 00:00:00,4151,124.0,3936.0,75.0,13948,4337,5460,2.0,0.872,176.0,4.0,218.0,560.0,0.0,0.3109406366504158
2020-07-22 00:00:00,4344,128.0,4128.0,74.0,14401,4425,5632,2.0,0.9229999999999999,193.0,4.0,88.0,453.0,0.0,0.3072703284494132
2020-07-23 00:00:00,4603,129.0,4390.0,72.0,14824,4730,5491,2.0,0.9490000000000001,259.0,1.0,305.0,423.0,0.0,0.319077172153265
2020-07-24 00:00:00,4809,130.0,4596.0,83.0,15068,4920,5339,2.0,0.846,206.0,1.0,190.0,244.0,0.0,0.32651977701088397
2020-07-25 00:00:00,4909,136.0,4703.0,70.0,15293,5288,5096,5.0,0.8079999999999999,100.0,6.0,368.0,225.0,3.0,0.3457791146276074
2020-07-26 00:00:00,4926,140.0,4721.0,65.0,15344,6300,4118,4.0,0.8590000000000001,17.0,4.0,1012.0,51.0,-1.0,0.41058394160583944
2020-07-27 00:00:00,4985,142.0,4776.0,67.0,15546,6648,3913,3.0,0.782,59.0,2.0,348.0,202.0,-1.0,0.42763411810111923
2020-07-28 00:00:00,5185,148.0,4976.0,61.0,16053,6745,4123,4.0,0.833,200.0,6.0,97.0,507.0,1.0,0.4201706846072385
2020-07-29 00:00:00,5387,148.0,5171.0,68.0,16599,7019,4193,8.0,0.833,202.0,0.0,274.0,546.0,4.0,0.42285679860232545
2020-07-30 00:00:00,5574,155.0,5345.0,74.0,17050,7019,4457,4.0,0.846,187.0,7.0,0.0,451.0,-4.0,0.4116715542521994
2020-07-31 00:00:00,5697,157.0,5466.0,74.0,17435,7781,3957,3.0,0.821,123.0,2.0,762.0,385.0,-1.0,0.446286205907657
2020-08-01 00:00:00,5769,161.0,5537.0,71.0,17690,8464,3457,3.0,0.821,72.0,4.0,683.0,255.0,0.0,0.4784624081401922
2020-08-02 00:00:00,5792,162.0,5558.0,72.0,17830,9081,2957,1.0,0.818,23.0,1.0,617.0,140.0,-2.0,0.5093101514301739
2020-08-03 00:00:00,5867,162.0,5639.0,66.0,17961,9647,2447,3.0,0.818,75.0,0.0,566.0,131.0,2.0,0.5371081788319136
2020-08-04 00:00:00,6167,169.0,5933.0,65.0,18528,10066,2295,3.0,0.784,300.0,7.0,419.0,567.0,0.0,0.5432858376511226
2020-08-05 00:00:00,6374,172.0,6129.0,73.0,18971,10403,2194,2.0,0.818,207.0,3.0,337.0,443.0,-1.0,0.5483632913394128
2020-08-06 00:00:00,6484,172.0,6233.0,79.0,19381,10727,2170,3.0,0.875,110.0,0.0,324.0,410.0,1.0,0.5534802125793302
2020-08-07 00:00:00,6590,175.0,6338.0,77.0,19675,10934,2151,1.0,0.784,106.0,3.0,207.0,294.0,-2.0,0.5557306226175349
2020-08-08 00:00:00,6660,179.0,6410.0,71.0,19953,11145,2148,1.0,0.67,70.0,4.0,211.0,278.0,0.0,0.5585626221620809
2020-08-09 00:00:00,6663,179.0,6422.0,62.0,20074,11145,2266,1.0,0.716,3.0,0.0,0.0,121.0,0.0,0.5551957756301684
2020-08-10 00:00:00,6716,181.0,6470.0,65.0,20241,11385,2140,0.0,0.705,53.0,2.0,240.0,167.0,-1.0,0.5624722098710538
2020-08-11 00:00:00,6820,181.0,6574.0,65.0,20724,11768,2136,1.0,0.659,104.0,0.0,383.0,483.0,1.0,0.567844045551052
2020-08-12 00:00:00,7009,183.0,6764.0,62.0,21048,11906,2133,1.0,0.727,189.0,2.0,138.0,324.0,0.0,0.5656594450779171
2020-08-13 00:00:00,7131,186.0,6882.0,63.0,21321,12063,2127,2.0,0.727,122.0,3.0,157.0,273.0,1.0,0.5657802166877726
2020-08-14 00:00:00,7234,187.0,6986.0,61.0,21671,12313,2124,2.0,0.6829999999999999,103.0,1.0,250.0,350.0,0.0,0.5681786719579162
2020-08-15 00:00:00,7278,188.0,7032.0,58.0,21887,12486,2123,2.0,0.693,44.0,1.0,173.0,216.0,0.0,0.5704756248001096
2020-08-16 00:00:00,7280,188.0,7032.0,60.0,21972,12569,2123,3.0,0.763,2.0,0.0,83.0,85.0,1.0,0.5720462406699436
2020-08-17 00:00:00,7343,189.0,7093.0,61.0,22181,12717,2121,3.0,0.6629999999999999,63.0,1.0,148.0,209.0,0.0,0.5733285244127857
2020-08-18 00:00:00,7446,192.0,7195.0,59.0,22548,12985,2117,5.0,0.594,103.0,3.0,268.0,367.0,2.0,0.5758825616462657
2020-08-19 00:00:00,7571,196.0,7324.0,51.0,22885,13031,2283,2.0,0.525,125.0,4.0,46.0,337.0,-3.0,0.5694122787852305
2020-08-20 00:00:00,7651,199.0,7400.0,52.0,23266,13453,2162,3.0,0.584,80.0,3.0,422.0,381.0,1.0,0.5782257371271383
2020-08-21 00:00:00,7754,202.0,7499.0,53.0,23592,13624,2214,3.0,0.644,103.0,3.0,171.0,326.0,0.0,0.5774838928450322
2020-08-22 00:00:00,7800,202.0,7539.0,59.0,23715,13647,2268,3.0,0.6829999999999999,46.0,0.0,23.0,123.0,0.0,0.5754585705249842
